Title,Authors,Publisher,Date_of_published,Short_Description,ISBN_13,Total_pages,Categories,Language,Published_listprice,Max_retailprice,Adore_current_price,Adore_original_price,Adore_rating
Heartstopper Volume 1,Alice Oseman,Hachette UK,2019-02-07,&#39;The queer graphic novel we wished we had at high school.&#39; Gay Times This is the TV tie-in edition of the first volume of Heartstopper. Heartstopper was Children&#39;s #1 bestseller in the TCM chart on 23 April 2022.,9781444951394,306,Young Adult Fiction,English,743.4,371.7,210.0,699.0,5.0
"Hook, Line, and Sinker",Tessa Bailey,HarperCollins,2022-03-01,"Except now she’s walking around in a towel, sleeping right across the hall, and Fox is fantasizing about waking up next to her for the rest of his life and... and... man overboard! He’s fallen for her, hook, line, and sinker.",9780063045705,370,Fiction,English,484.09,338.86,199.0,699.0,4.0
House of Earth and Blood,Sarah J. Maas,Bloomsbury Publishing,2020-03-03,"Winner of the Goodreads Choice Best Fantasy 2020, House of Earth and Blood is the first book in the epic CRESCENT CITY series by #1 bestselling global phenomenon Sarah J. Maas",9781408884409,836,Fiction,English,399.0,279.3,279.3,279.3,1.0
How to End a Love Story,Yulin Kuang,Hachette UK,2024-04-09,. . This wasn&#39;t meant to be a love story. But aren&#39;t the best endings the ones you never saw coming? Readers LOVE How to End a Love Story! &#39;THIS IS MY FAVORITE ROMANCE BOOK EVER. E V E R&#39; ⭐⭐⭐⭐⭐ &#39;This book is incredible.,9781399716581,348,Fiction,English,554.6,277.3,277.3,277.3,3.439987575067302
How to Fail at Flirting,Denise Williams,Hachette UK,2020-12-01,"Praise for How to Fail at Flirting &#39;Absolutely SPECTACULAR!!&#39; Priscilla Oliveras, USA Today bestselling author &#39;A powerhouse romance&#39; Sarah Smith, author of Faker &#39;How to Fail at Flirting delivers on every level.",9780349428604,310,Fiction,English,554.6,277.3,277.3,277.3,3.439987575067302
Hunting Adeline,H. D. Carlton,VAJONA Verlag,2024-04-03,"Der Diamant Der Tod geht neben mir, aber der Sensenmann ist kein Gegner für mich.",9783987182273,715,Fiction,German,1085.22,542.61,219.0,2099.0,4.0
I Cannot Say Goodbye to You,Rithvik Singh,Penguin Random House India Private Limited,2025-12-30,"P.S. Keep a tissue box nearby, since, you know, Rithvik wrote this novel.",9789373038674,284,Fiction,English,358.72,251.1,251.1,251.1,3.439987575067302
I Wish For You,Camilla Isley,Pink Bloom Press,2022-01-19,"If all your wishes could suddenly come true, what would you do?",9780996556101,305,Fiction,English,718.0,359.0,359.0,359.0,3.439987575067302
Icebreaker,John Gardner,Hachette UK,2011-06-23,"An official, original James Bond adventure from a writer described by Len Deighton as a &#39;master storyteller&#39;. Now with a new introduction from thriller author Tim Glister, to celebrate the book&#39;s 40th anniversary.",9780857820495,252,Fiction,English,997.1,498.55,220.0,499.0,4.0
If You Stayed,Brittainy Cherry,"Sourcebooks, Inc.",2025-04-22,"... stay , he&#39;ll still hit you . If you stay , you&#39;ll lose more and more of your brilliant light . &quot; I nodded and whispered lightly . “ I know . &quot; &quot; But that&#39;s not all , &quot; she swore . &quot; If you stay , Ava will notice . If you stay , she&#39;ll ...",9781728297163,374,Fiction,English,121.76,121.76,121.76,121.76,3.439987575067302
Iron Flame,Rebecca Yarros,Hachette UK,2023-11-07,"- MILLIONS OF READERS HAVE ALREADY GIVEN THE EMPYREAN SERIES FIVE STARS. &#39;This book contains an addictive, drug like essence that will make you relinquish all responsibility&#39; Glamour &#39;I couldn&#39;t put it down!",9780349437040,795,Fiction,English,466.1,326.27,326.27,326.27,3.439987575067302
It Happened One Summer,Tessa Bailey,HarperCollins,2021-07-13,"The first in a spicy and unforgettable rom-com duology from #1 New York Times bestseller and tik tok favorite Tessa Bailey, in which a Hollywood &quot;It Girl&quot; is cut off from her wealthy family and exiled to a small Pacific Northwest beach town ...",9780063045668,341,Fiction,English,484.09,338.86,338.86,338.86,3.4
It Starts with Us,Colleen Hoover,Simon and Schuster,2022-10-18,"Multi-million copy bestselling author Colleen Hoover tells fan favourite Atlas’s side of the story and shares what comes next in this long-anticipated sequel to the #1 Sunday Times bestseller It Ends with Us Lily and her ex-husband, Ryle, ...",9781398518186,271,Fiction,English,526.28,263.14,169.0,699.0,3.0
The Jasad Heir,Sara Hashem,Hachette UK,2023-07-18,"At ten years old, the Heir of Jasad flees a massacre that takes her entire family.",9780356520391,451,Fiction,English,637.2,318.6,318.6,318.6,3.439987575067302
Just Between Us,Lena Hendrix,Kensington Books,2025-11-25,"After anonymously flirting online, sparks fly IRL between a tattooed playboy and a no-nonsense business manager in bestselling author Lena Hendrix’s spicy, emotional, deeply romantic standalone Kings novel set in small town, coastal ...",9781496761354,322,Fiction,English,1800.47,1800.47,1800.47,1800.47,3.439987575067302
King of Envy,Ana Huang,BASTEI LÜBBE,2025-10-31,"Ana Huang liefert eine fesselnde Geschichte über verbotenes Begehren, moralische Zweideutigkeit und Erlösung.« That Love Podcast Band 5 der KINGS-OF-SIN-Reihe von TIKTOK-Sensation und SPIEGEL-Bestseller-Autorin Ana Huang",9783736325265,622,Fiction,German,1410.8,705.4,705.4,705.4,3.0
King of Pride,Ana Huang,BASTEI LÜBBE,2023-12-22,&quot;Niemand verwebt Tropes so fantastisch wie Ana Huang. Ich liebe ihre komplexen Charaktere!&quot; SERIESous BOOK REVIEWS Band 2 der neuen Reihe von SPIEGEL-Bestseller-Autorin Ana Huang,9783736320581,444,Fiction,German,1132.17,566.08,199.0,999.0,4.0
King of Sloth,Ana Huang,BASTEI LÜBBE,2024-10-25,Ich liebe ihre komplexen Charaktere!« SERIESOUS BOOK REVIEWS Band 4 der KINGS-OF-SIN-Reihe von TIKTOK-Sensation und SPIEGEL-Bestseller-Autorin Ana Huang,9783736323223,525,Fiction,German,1415.86,707.93,707.93,707.93,3.0
Kingdom of the Wicked Complete Trilogy,Kerri Maniscalco,Hachette UK,2023-05-04,"Then Emilia meets Wrath, one of the Wicked-princes of Hell she has been warned against in tales since she was a child. Wrath claims to be on Emilia&#39;s side, tasked by his master with solving the series of women&#39;s murders on the island.",9781399725651,1415,Fiction,English,824.82,412.41,412.41,412.41,3.439987575067302
Kingdom of the Wicked Complete Trilogy,Kerri Maniscalco,Hachette UK,2023-05-04,"Then Emilia meets Wrath, one of the Wicked-princes of Hell she has been warned against in tales since she was a child. Wrath claims to be on Emilia&#39;s side, tasked by his master with solving the series of women&#39;s murders on the island.",9781399725651,1415,Fiction,English,824.82,412.41,412.41,412.41,3.439987575067302
Kingdom of the Wicked Complete Trilogy,Kerri Maniscalco,Hachette UK,2023-05-04,"Then Emilia meets Wrath, one of the Wicked-princes of Hell she has been warned against in tales since she was a child. Wrath claims to be on Emilia&#39;s side, tasked by his master with solving the series of women&#39;s murders on the island.",9781399725651,1415,Fiction,English,824.82,412.41,412.41,412.41,3.439987575067302
The Vegetable Tanning Process - A Collection of Historical Articles on Leather Production,Various,Read Books Ltd,2020-09-17,This book contains classic material dating back to the 1900s and before.,9781528764384,165,Crafts & Hobbies,English,885.0,442.5,442.5,442.5,3.2295081967213113
Legendary,Stephanie Garber,Hachette UK,2018-05-29,. . &#39;Do you know what is an absolute magical delicious delight?! THIS BOOK&#39; ⭐⭐⭐⭐⭐ &#39;There is nothing quite like the amazement and sensational wonder of these books&#39; ⭐⭐⭐⭐⭐ &#39;Stephanie Garber is a master storyteller.,9781473629219,332,Fiction,English,649.0,324.5,324.5,324.5,4.0
Less,Andrew Sean Greer,Hachette UK,2018-04-21,"WINNER OF THE PULITZER PRIZE FOR FICTION 2018 &#39;You will sob little tears of joy&#39; Nell Zink &#39;I recommend it with my whole heart&#39; Ann Patchett &#39;I adore this book&#39; Armistead Maupin &#39;Charming, languid and incredibly funny, I absolutely adored ...",9780349143606,203,Fiction,English,460.2,322.14,322.14,322.14,3.439987575067302
Liars Like Us,Mary Campisi,"Mary Campisi Books, LLC",2018-01-11,"Mary Campisi. the look she gave me said I didn&#39;t have a clue . She told me to get out , but I wouldn&#39;t . I ... like us don&#39;t trust often , or well , and when you break that trust , it&#39;s hard to forgive . &quot; Guys like us ? So ...",9781942158356,153,Fiction,English,649.0,325.0,349.0,599.0,3.0
Lightlark (The Lightlark Saga Book 1),Alex Aster,Abrams,2022-08-23,"Filled with secrets, deception, romance, and twists worthy of the darkest thrillers, The Lightlark Saga is a must-read for fans of legendary fantasy writers Marie Lu, Marissa Meyer, and Leigh Bardugo.",9781647006310,508,Young Adult Fiction,English,1240.81,620.4,620.4,620.4,2.9523809523809526
Lights Out,Navessa Allen,Hachette UK,2024-08-06,"Caught Up, the second book in the Into Darkness trilogy, is out now! Lights Out, No. 1 New York Times bestseller, April 2025.",9781529442410,409,Fiction,English,365.8,256.06,256.06,256.06,3.439987575067302
Little Stranger,Leigh Rivers,Hachette UK,2025-10-23,. . THIS IS WHAT IM TALKING ABOUT&#39; ⭐⭐⭐⭐⭐ Tropes: 🖤 Forbidden romance 🔐 Anti-hero MMC 🕷 Touch her and d*e ⛓ Second chance romance ❤️‍🔥 Hidden identity 🕸 Selective mutism (MMC),9780349448657,247,Fiction,English,731.6,365.8,365.8,365.8,3.439987575067302
"Romantic and Realistic Love in Shakespeare’s ""As You Like It""",Doreen Klahold,GRIN Verlag,2013-07-29,"... first sight , implying an abrupt and overwhelming falling in love ; this can be seen with Rosalind and Orlando right at the beginning of the comedy as well as with Celia and Oliver later in the play , although in the case of the latter ...",9783656469520,9,Literary Criticism,English,339.95,237.96,237.96,237.96,2.515151515151515
First Comes Love,Camilla Isley,Pink Bloom Press,2019-09-17,A second chance at first love.,9788887269376,580,Fiction,English,699.99,350.0,350.0,350.0,3.439987575067302
Love in the Time of Cholera,Gabriel Garcia Marquez,Penguin UK,2014-03-06,"A CLASSIC STORY OF ENDURING LOVE FROM THE NOBEL PRIZE-WINNING AUTHOR &#39;One of the greatest love stories I have ever read&#39; Oprah, featured in Oprah&#39;s Book Club _______________________________ &#39;It was inevitable: the scent of bitter almonds ...",9780241968574,430,Fiction,English,500.32,250.16,250.16,250.16,3.439987575067302
Love Redesigned,Lauren Asher,Hachette UK,2023-11-07,"from the bestselling author of the Dreamland Billionaires series Lauren Asher. Plagued with an overactive imagination, Lauren Asher spends her free time reading and writing. Her dream is to travel to all the places she writes about. She ...",9780349437972,441,Fiction,English,554.6,277.3,277.3,277.3,2.5
Love Theoretically,Ali Hazelwood,Hachette UK,2023-06-13,"Yes.&#39; &#39;Funny. Snarky. Intelligent. Real.&#39; &#39;If you&#39;re even slightly thinking about getting this book to read, just go a head and do it&#39; &#39;Ali Hazelwood has made herself an auto-buy author&#39; &#39;It was just... perfect.",9781408725801,350,Fiction,English,371.7,260.19,260.19,260.19,3.439987575067302
Magnolia Parks: Into the Dark,Jessa Hastings,Hachette UK,2024-02-13,"READERS LOVE THE MAGNOLIA PARKS UNIVERSE &#39;Magnolia and BJ have embedded themselves into my DNA.&#39; ⭐⭐⭐⭐⭐ &#39;This book gave drama, love triangles, toxicity, chaos and I ate up every single moment.&#39; ⭐⭐⭐⭐⭐ &#39;TikTok made me do it ...",9781398717039,702,Fiction,English,554.6,277.3,499.0,1050.0,1.0
Malibu Rising,Taylor Jenkins Reid,Random House,2021-05-27,***Featuring the exclusive first chapter from upcoming novel ATMOSPHERE*** From the bestselling author of DAISY JONES &amp; THE SIX and THE SEVEN HUSBANDS OF EVELYN HUGO &#39;Thank you Taylor Jenkins Reid for the escapism we all need- a sex-on-the ...,9781473559714,353,Fiction,English,618.61,309.3,309.3,309.3,3.439987575067302
Mars And Venus Starting Over,John Gray,Random House,2012-02-29,"In this book, relationship expert and dynamo John Gray offers comfort and empowering advice on how to overcome loss and gain the confidence to meet new people and engage in new relationships. There is hope.",9781448116256,354,Family & Relationships,English,441.61,309.13,399.0,2599.0,4.0
Maybe? maybe not,Vanshika Saini,Writer's Pocket,2025-09-03,"maybe, maybe not by Vanshika Saini Have you ever loved someone silently? Waited without reason? Felt everything but said nothing? This is your book.",9789368687160,77,Juvenile Fiction,English,118.0,118.0,118.0,118.0,3.4444444444444446
Meet Me at the Lake,Carley Fortune,Hachette UK,2023-05-02,"&#39;A beautiful, heart-tugging, love story about secrets, lies, missed connections and second chances&#39; JILL SANTOPOLO &#39;A breathtaking tale of star-crossed lovers that gripped me from page one&#39; ELENA ARMAS &#39;A perfect summery blend of sexy ...",9780349433127,321,Fiction,English,554.6,277.3,269.0,599.0,3.0
Mile High,Liz Tomforde,Hachette UK,2023-07-20,I want to turn back to page 1 and start all over again&#39;⭐⭐⭐⭐⭐ &#39;Each and every book in this series has left an imprint on my heart&#39; ⭐⭐⭐⭐⭐ &#39;I lost count of the amount of times this book made me cry&#39; ⭐⭐⭐⭐⭐ &#39;They ...,9781399728553,677,Fiction,English,649.0,324.5,324.5,324.5,3.439987575067302
Mr Wrong Number,Lynn Painter,Goldmann Verlag,2023-04-01,Die sexy Nachrichten von Mr Wrong Number lassen ihre Knie weich werden. Und auch Mr Wrong Number findet die gewitzte Unbekannte unwiderstehlich.,9783641303327,301,Fiction,German,1273.2,636.6,205.0,450.0,5.0
My Dark Romeo,"L.J. Shen, Parker S. Huntington",Hachette UK,2023-08-14,"Well, I plan to rewrite it. And in my story, Juliet doesn&#39;t die. But Romeo? He perishes. Perfect for fans of Lauren Asher and Ana Huang, My Dark Romeo is darkly funny, completely outrageous and thoroughly addictive.",9781398722002,393,Fiction,English,637.2,318.6,318.6,318.6,3.439987575067302
My Fault,Mercedes Ron,"Sourcebooks, Inc.",2023-06-06,"This series is an addicting gem and reminds us of the power of second chances and redemption. I loved it!&quot; - NYT Bestselling Author, Anna Todd, for the Culpables series",9781728290744,336,Young Adult Fiction,English,916.15,458.08,199.0,699.0,2.0
